GeneSymbol,Category
RP11-44D19.1,lincRNA
RP11-44F21.2,antisense
RP11-44F21.3,antisense
RP11-44F21.4,transcribed_processed_pseudogene
RP11-44H4.1,lincRNA
RP11-44I10.1,processed_pseudogene
RP11-44K6.2,sense_intronic
RP11-44K6.3,antisense
RP11-44K6.4,antisense
RP11-44K6.5,processed_pseudogene
RP11-44M6.1,lincRNA
RP11-44M6.3,processed_pseudogene
RP11-44N11.1,sense_intronic
RP11-44N12.2,lincRNA
RP11-44N12.4,processed_pseudogene
RP11-44N17.1,processed_pseudogene
RP11-450D21.1,processed_pseudogene
RP11-450H5.1,lincRNA
RP11-450H5.2,processed_pseudogene
RP11-450H5.3,processed_pseudogene
RP11-450H6.1,lincRNA
RP11-450H6.2,lincRNA
RP11-450I1.2,unprocessed_pseudogene
RP11-450I1.4,unprocessed_pseudogene
RP11-450I19.1,NA
RP11-450I19.2,processed_pseudogene
RP11-451B8.1,lincRNA
RP11-451F20.1,processed_pseudogene
RP11-451F20.4,antisense
RP11-451G4.1,lincRNA
RP11-451G4.2,protein_coding
RP11-451G4.3,lincRNA
RP11-451H23.1,processed_pseudogene
RP11-451H23.2,processed_pseudogene
RP11-451H23.3,lincRNA
RP11-451J24.1,processed_pseudogene
RP11-451L9.2,processed_pseudogene
RP11-451L9.3,unprocessed_pseudogene
RP11-451M19.2,processed_pseudogene
RP11-451M19.3,processed_transcript
RP11-451N19.1,processed_pseudogene
RP11-451O13.1,NA
RP11-451O18.1,processed_pseudogene
RP11-452B18.1,processed_pseudogene
RP11-452B18.2,lincRNA
RP11-452C8.1,lincRNA
RP11-452D2.1,processed_pseudogene
RP11-452D2.2,processed_pseudogene
RP11-452F19.3,lincRNA
RP11-452G18.1,processed_pseudogene
RP11-452G18.2,processed_pseudogene
RP11-452J13.1,lincRNA
RP11-452J21.2,antisense
RP11-452J6.2,processed_pseudogene
RP11-452K12.3,processed_pseudogene
RP11-452K12.4,bidirectional_promoter_lncRNA
RP11-452K12.6,processed_pseudogene
RP11-452K12.7,antisense
RP11-452N4.1,lincRNA
RP11-452P23.2,processed_pseudogene
RP11-453E17.1,antisense
RP11-453E17.2,processed_pseudogene
RP11-453E17.3,transcribed_unprocessed_pseudogene
RP11-453E2.2,antisense
RP11-453F18__B.1,processed_transcript
RP11-453M1.1,processed_pseudogene
RP11-453N18.1,unprocessed_pseudogene
RP11-453N3.1,processed_pseudogene
RP11-453N3.2,unprocessed_pseudogene
RP11-453O22.1,processed_pseudogene
RP11-453O5.1,lincRNA
RP11-454C18.1,lincRNA
RP11-454C18.2,antisense
RP11-454E7.1,NA
RP11-454H13.1,processed_pseudogene
RP11-454H13.5,NA
RP11-454H13.6,processed_pseudogene
RP11-454L1.2,unprocessed_pseudogene
RP11-454L9.1,processed_pseudogene
RP11-454P21.1,lincRNA
RP11-455B2.3,processed_pseudogene
RP11-455B2.7,NA
RP11-455B2.8,processed_pseudogene
RP11-455B2.9,processed_pseudogene
RP11-455B3.1,lincRNA
RP11-455G16.1,transcribed_processed_pseudogene
RP11-455J20.2,antisense
RP11-456A14.1,processed_pseudogene
RP11-456A18.1,lincRNA
RP11-456E1.2,processed_pseudogene
RP11-456E1.3,NA
RP11-456E1.4,processed_pseudogene
RP11-456H18.1,antisense
RP11-456H18.2,lincRNA
RP11-456N14.2,antisense
RP11-456P18.2,transcribed_processed_pseudogene
RP11-457D13.1,processed_pseudogene
RP11-457D2.3,antisense
RP11-457K10.1,lincRNA
RP11-457K10.2,processed_pseudogene
RP11-457L23.1,processed_pseudogene
RP11-457M11.2,NA
RP11-457P14.2,processed_pseudogene
RP11-457P14.4,lincRNA
RP11-457P14.5,lincRNA
RP11-457P14.6,processed_pseudogene
RP11-458B24.1,processed_pseudogene
RP11-458B24.2,lincRNA
RP11-458D21.1,lincRNA
RP11-458D21.2,NA
RP11-458F8.1,unprocessed_pseudogene
RP11-458F8.2,unprocessed_pseudogene
RP11-458F8.3,processed_pseudogene
RP11-458I7.1,processed_pseudogene
RP11-458I7.4,NA
RP11-458K10.1,lincRNA
RP11-458K10.2,lincRNA
RP11-458K10.3,lincRNA
RP11-459A10.1,processed_pseudogene
RP11-459A10.2,NA
RP11-459A10.3,NA
RP11-459D20.1,processed_pseudogene
RP11-459E5.1,processed_transcript
RP11-459F1.2,lincRNA
RP11-459F3.3,lincRNA
RP11-459F3.6,NA
RP11-459J23.1,lincRNA
RP11-459J23.2,processed_pseudogene
RP11-459K23.1,processed_pseudogene
RP11-459K23.2,lincRNA
RP11-459O1.2,lincRNA
RP11-459O16.1,NA
RP11-459O16.2,NA
RP11-459O16.3,NA
RP11-459O16.4,NA
RP11-459O16.5,NA
RP11-459O16.6,NA
RP11-459O16.7,NA
RP11-459P23.1,lincRNA
RP11-45A16.3,antisense
RP11-45A16.4,antisense
RP11-45B20.2,protein_coding
RP11-45B20.3,processed_transcript
RP11-45B20.4,transcribed_unprocessed_pseudogene
RP11-45D17.1,unprocessed_pseudogene
RP11-45F23.1,transcribed_processed_pseudogene
RP11-45G20.1,NA
RP11-45H22.1,processed_pseudogene
RP11-45H22.2,processed_pseudogene
RP11-45H22.3,lincRNA
RP11-45I20.1,lincRNA
RP11-45J1.1,processed_pseudogene
RP11-45J24.1,processed_pseudogene
RP11-45K10.2,lincRNA
RP11-45L9.1,antisense
RP11-45O22.1,NA
RP11-45O22.3,NA
RP11-45P15.1,processed_pseudogene
RP11-45P15.2,processed_pseudogene
RP11-45P22.1,processed_pseudogene
RP11-45P22.2,processed_pseudogene
RP11-460C6.1,processed_pseudogene
RP11-460E7.1,IG_V_pseudogene
RP11-460E7.5,unprocessed_pseudogene
RP11-460E7.6,NA
RP11-460E7.7,NA
RP11-460E7.8,processed_pseudogene
RP11-460E7.9,processed_pseudogene
RP11-460G11.1,lincRNA
RP11-460H14.1,lincRNA
RP11-460H18.1,processed_pseudogene
RP11-460H18.2,processed_pseudogene
RP11-460H9.1,lincRNA
RP11-460I13.2,antisense
RP11-460I13.5,NA
RP11-460I13.6,processed_pseudogene
RP11-460I19.2,lincRNA
RP11-460N11.1,IG_V_pseudogene
RP11-460N11.2,unprocessed_pseudogene
RP11-460N11.3,unprocessed_pseudogene
RP11-460N11.4,NA
RP11-460N11.5,NA
RP11-460N11.6,NA
RP11-460N16.1,lincRNA
RP11-460N20.3,unprocessed_pseudogene
RP11-460N20.4,unprocessed_pseudogene
RP11-460N20.5,unprocessed_pseudogene
RP11-461C13.1,lincRNA
RP11-461C13.2,processed_pseudogene
RP11-461G12.1,processed_pseudogene
RP11-461G12.2,processed_pseudogene
RP11-461G12.3,processed_pseudogene
RP11-461H3.2,processed_pseudogene
RP11-461K13.1,lincRNA
RP11-461N23.5,NA
RP11-461O14.1,processed_pseudogene
RP11-462B18.1,processed_pseudogene
RP11-462B18.2,lincRNA
RP11-462B18.3,unprocessed_pseudogene
RP11-462C21.1,processed_pseudogene
RP11-462C24.1,lincRNA
RP11-462D18.2,processed_pseudogene
RP11-462G2.1,lincRNA
RP11-462G2.2,antisense
RP11-462G22.1,lincRNA
RP11-462G8.2,NA
RP11-462G8.3,antisense
RP11-462L8.1,lincRNA
RP11-462L8.2,processed_pseudogene
RP11-463C14.1,processed_pseudogene
RP11-463H12.1,processed_pseudogene
RP11-463H12.2,lincRNA
RP11-463H24.1,processed_pseudogene
RP11-463H24.4,processed_pseudogene
RP11-463J17.1,lincRNA
RP11-463J7.1,processed_pseudogene
RP11-463J7.2,lincRNA
RP11-463J7.3,processed_pseudogene
RP11-463M16.2,NA
RP11-463M16.4,transcribed_processed_pseudogene
RP11-463M16.5,processed_pseudogene
RP11-463M3.1,processed_pseudogene
RP11-463O9.1,processed_pseudogene
RP11-463P17.1,NA
RP11-463P17.3,NA
RP11-464C19.2,lincRNA
RP11-464C19.3,lincRNA
RP11-464D20.2,processed_pseudogene
RP11-464E15.4,antisense
RP11-464E15.5,processed_pseudogene
RP11-464F9.1,processed_transcript
RP11-464F9.19,NA
RP11-464F9.9,NA
RP11-464O2.2,antisense
RP11-464O2.5,processed_pseudogene
RP11-465B22.3,transcribed_unprocessed_pseudogene
RP11-465B22.5,lincRNA
RP11-465B22.6,antisense
RP11-465K1.2,NA
RP11-465K16.1,lincRNA
RP11-465L10.10,antisense
RP11-465L10.7,NA
RP11-465M18.1,lincRNA
RP11-465N4.2,processed_pseudogene
RP11-465N4.4,antisense
RP11-466A17.1,antisense
RP11-466F5.3,processed_pseudogene
RP11-466F5.4,processed_pseudogene
RP11-466F5.5,transcribed_processed_pseudogene
RP11-466F5.6,NA
RP11-466F5.8,antisense
RP11-466F5.9,processed_pseudogene
RP11-466G11.1,processed_pseudogene
RP11-466G12.2,processed_pseudogene
RP11-466G12.3,processed_pseudogene
RP11-466H18.1,processed_pseudogene
RP11-466J14.3,processed_pseudogene
RP11-466J24.1,processed_pseudogene
RP11-466L17.1,lincRNA
RP11-466P24.2,NA
RP11-466P24.3,processed_pseudogene
RP11-466P24.4,processed_pseudogene
RP11-466P24.5,unprocessed_pseudogene
RP11-466P24.6,antisense
RP11-467B13.2,processed_pseudogene
RP11-467D10.2,processed_pseudogene
RP11-467D18.2,antisense
RP11-467H10.1,processed_pseudogene
RP11-467I20.2,antisense
RP11-467I20.3,processed_pseudogene
RP11-467I20.4,processed_pseudogene
RP11-467I20.5,processed_pseudogene
RP11-467I20.6,sense_intronic
RP11-467I21.1,processed_pseudogene
RP11-467K18.2,antisense
RP11-467P22.4,antisense
RP11-468B6.1,protein_coding
RP11-468C1.1,sense_intronic
RP11-468D11.1,lincRNA
RP11-468F18.2,processed_pseudogene
RP11-468H14.1,processed_pseudogene
RP11-468H14.2,lincRNA
RP11-468J21.2,processed_pseudogene
RP11-468L18.1,processed_pseudogene
RP11-468N14.09,unprocessed_pseudogene
RP11-468N14.1,unprocessed_pseudogene
RP11-468N14.10,unprocessed_pseudogene
RP11-468N14.11,processed_pseudogene
RP11-468N14.12,unprocessed_pseudogene
RP11-468N14.3,unprocessed_pseudogene
RP11-468N14.4,unprocessed_pseudogene
RP11-468N14.5,unprocessed_pseudogene
RP11-468N14.6,processed_pseudogene
RP11-468N14.7,unprocessed_pseudogene
RP11-468N14.8,unprocessed_pseudogene
RP11-468O2.1,processed_pseudogene
RP11-469A15.2,processed_transcript
RP11-469E19.1,processed_pseudogene
RP11-469J4.3,lincRNA
RP11-469L23.2,lincRNA
RP11-469L4.1,lincRNA
RP11-469O11.1,processed_pseudogene
RP11-46A10.2,lincRNA
RP11-46A10.4,antisense
RP11-46A10.5,antisense
RP11-46A10.6,unprocessed_pseudogene
RP11-46B11.2,processed_pseudogene
RP11-46B11.4,NA
RP11-46C20.1,lincRNA
RP11-46E17.6,lincRNA
RP11-46F15.2,antisense
RP11-46H11.1,processed_pseudogene
RP11-46O21.2,antisense
RP11-470E16.1,processed_transcript
RP11-470F18.1,lincRNA
RP11-470H9.1,processed_pseudogene
RP11-470L19.2,lincRNA
RP11-470M17.2,lincRNA
RP11-470P21.2,antisense
RP11-470P4.2,antisense
RP11-471B18.1,processed_pseudogene
RP11-471G13.1,processed_pseudogene
RP11-471G13.2,processed_pseudogene
RP11-471G13.3,processed_pseudogene
RP11-471G13.4,processed_pseudogene
RP11-471J12.1,antisense
RP11-471M10.1,transcribed_unprocessed_pseudogene
RP11-471M10.2,processed_pseudogene
RP11-471M2.1,processed_pseudogene
RP11-471M2.2,lincRNA
RP11-472A1.1,NA
RP11-472B18.1,transcribed_processed_pseudogene
RP11-472B18.2,NA
RP11-472D17.1,NA
RP11-472D17.2,NA
RP11-472D17.3,NA
RP11-472D17.4,NA
RP11-472D17.6,NA
RP11-472F14.4,processed_pseudogene
RP11-472F19.1,unprocessed_pseudogene
RP11-472F19.2,processed_pseudogene
RP11-472G21.2,lincRNA
RP11-472G23.10,lincRNA
RP11-472G23.3,processed_pseudogene
RP11-472G23.4,transcribed_unprocessed_pseudogene
RP11-472G23.6,processed_pseudogene
RP11-472G23.7,processed_pseudogene
RP11-472I20.1,processed_pseudogene
RP11-472K17.1,lincRNA
RP11-472K22.1,lincRNA
RP11-472K22.2,lincRNA
RP11-472M19.2,antisense
RP11-472M19.3,processed_pseudogene
RP11-472N13.2,lincRNA
RP11-472N13.3,lincRNA
RP11-472N6.1,processed_pseudogene
RP11-473A10.2,lincRNA
RP11-473A17.1,processed_pseudogene
RP11-473C18.1,processed_pseudogene
RP11-473D24.1,processed_pseudogene
RP11-473E2.2,lincRNA
RP11-473E2.3,lincRNA
RP11-473E2.4,lincRNA
RP11-473I1.1,processed_pseudogene
RP11-473J6.1,lincRNA
RP11-473L1.1,processed_pseudogene
RP11-473L15.2,antisense
RP11-473L15.3,lincRNA
RP11-473M10.1,NA
RP11-473M10.2,antisense
RP11-473M10.3,protein_coding
RP11-473O3.1,processed_pseudogene
RP11-473O4.1,processed_pseudogene
RP11-473O4.3,lincRNA
RP11-473O4.4,lincRNA
RP11-473O4.5,antisense
RP11-473P24.2,processed_pseudogene
RP11-474D14.2,processed_pseudogene
RP11-474D14.3,processed_pseudogene
RP11-474H20.1,processed_pseudogene
RP11-474I16.1,NA
RP11-474I16.8,antisense
RP11-474J18.1,processed_pseudogene
RP11-474J18.2,processed_pseudogene
RP11-474J18.3,processed_pseudogene
RP11-474J18.4,processed_pseudogene
RP11-474L11.2,processed_pseudogene
RP11-474L11.3,processed_pseudogene
RP11-474L11.5,transcribed_processed_pseudogene
RP11-474L7.4,lincRNA
RP11-474O21.2,processed_pseudogene
RP11-474P12.3,processed_pseudogene
RP11-475C16.1,processed_pseudogene
RP11-475C16.2,lincRNA
RP11-475D12.1,lincRNA
RP11-475D12.2,lincRNA
RP11-475D8.1,NA
RP11-475D8.3,processed_pseudogene
RP11-475E11.2,processed_pseudogene
RP11-475E11.5,antisense
RP11-475I24.1,unprocessed_pseudogene
RP11-475I24.2,NA
RP11-475I24.3,lincRNA
RP11-475I24.4,processed_pseudogene
RP11-475I24.6,processed_pseudogene
RP11-475I24.7,processed_pseudogene
RP11-475I24.8,lincRNA
RP11-475J5.1,processed_pseudogene
RP11-475J5.2,NA
RP11-475N22.2,antisense
RP11-475N22.4,antisense
RP11-475O23.2,antisense
RP11-475O23.3,antisense
RP11-475O6.1,lincRNA
RP11-476B1.1,lincRNA
RP11-476B13.2,processed_pseudogene
RP11-476C8.2,processed_pseudogene
RP11-476C8.3,NA
RP11-476E15.3,NA
RP11-476F14.1,lincRNA
RP11-476H20.1,lincRNA
RP11-476H24.1,antisense
RP11-476I15.2,processed_pseudogene
RP11-476M19.1,processed_pseudogene
RP11-477B16.2,processed_pseudogene
RP11-477B16.3,processed_pseudogene
RP11-477B16.4,lincRNA
RP11-477B16.5,lincRNA
RP11-477D19.2,antisense
RP11-477E3.2,processed_pseudogene
RP11-477G18.1,processed_pseudogene
RP11-477G18.2,processed_pseudogene
RP11-477G18.3,processed_pseudogene
RP11-477G18.4,processed_pseudogene
RP11-477I4.2,processed_pseudogene
RP11-477J21.2,processed_pseudogene
RP11-477J21.5,NA
RP11-477J21.6,antisense
RP11-477L16.2,processed_pseudogene
RP11-478C1.3,processed_pseudogene
RP11-478C1.7,antisense
RP11-478C1.8,processed_pseudogene
RP11-478C6.1,processed_pseudogene
RP11-478C6.2,processed_pseudogene
RP11-478C6.4,processed_pseudogene
RP11-478C6.5,processed_pseudogene
RP11-478C6.6,processed_pseudogene
RP11-478H13.1,lincRNA
RP11-478H13.2,lincRNA
RP11-478H13.3,processed_transcript
RP11-478H16.1,processed_pseudogene
RP11-478I12.1,processed_pseudogene
RP11-478J18.1,processed_transcript
RP11-478J18.2,NA
RP11-478J18.3,NA
RP11-478K15.1,lincRNA
RP11-478K15.2,antisense
RP11-478K15.3,sense_intronic
RP11-478K15.4,protein_coding
RP11-478K15.5,lincRNA
RP11-478K7.2,lincRNA
RP11-478P10.1,lincRNA
RP11-479A21.1,processed_pseudogene
RP11-479G22.3,NA
RP11-479G22.5,processed_pseudogene
RP11-479G22.6,processed_pseudogene
RP11-479G22.7,processed_pseudogene
RP11-479I1.4,NA
RP11-479J7.1,lincRNA
RP11-479J7.2,lincRNA
RP11-479O16.1,antisense
RP11-479O17.2,processed_pseudogene
RP11-479O17.5,NA
RP11-479O17.7,processed_pseudogene
RP11-479O17.8,processed_pseudogene
RP11-479O9.2,unprocessed_pseudogene
RP11-479P21.1,processed_pseudogene
RP11-47A17.2,processed_pseudogene
RP11-47D6.1,NA
RP11-47D6.2,processed_pseudogene
RP11-47F1.1,processed_pseudogene
RP11-47G11.2,processed_pseudogene
RP11-47G11.3,processed_pseudogene
RP11-47K11.2,processed_pseudogene
RP11-47K11.3,NA
RP11-47P18.1,lincRNA
RP11-47P18.2,lincRNA
RP11-480D4.1,lincRNA
RP11-480D4.2,lincRNA
RP11-480D4.3,lincRNA
RP11-480D4.4,unprocessed_pseudogene
RP11-480D4.5,unprocessed_pseudogene
RP11-480G3.1,processed_pseudogene
RP11-480I12.1,processed_pseudogene
RP11-480I12.2,processed_pseudogene
RP11-480I12.3,antisense
RP11-480I12.4,transcribed_unitary_pseudogene
RP11-480I12.5,transcribed_unprocessed_pseudogene
RP11-480I12.6,NA
RP11-480I12.7,transcribed_processed_pseudogene
RP11-480I12.9,NA
RP11-480M11.1,processed_pseudogene
RP11-480N24.3,processed_pseudogene
RP11-480N24.4,processed_pseudogene
RP11-480N24.6,processed_pseudogene
RP11-481A12.2,NA
RP11-481A12.5,NA
RP11-481A12.6,NA
RP11-481C4.1,antisense
RP11-481F23.1,antisense
RP11-481G8.2,lincRNA
RP11-481H12.1,processed_pseudogene
RP11-481K16.2,transcribed_processed_pseudogene
RP11-481N16.1,unprocessed_pseudogene
RP11-482E14.1,lincRNA
RP11-482E14.2,lincRNA
RP11-482L14.1,processed_pseudogene
RP11-483A20.3,antisense
RP11-483B5.3,antisense
RP11-483E7.1,lincRNA
RP11-483F11.5,processed_pseudogene
RP11-483F11.6,processed_pseudogene
RP11-483F11.7,bidirectional_promoter_lncRNA
RP11-483G21.3,processed_pseudogene
RP11-483H11.1,processed_pseudogene
RP11-483H20.4,antisense
RP11-483H20.6,antisense
RP11-483I13.2,lincRNA
RP11-483I13.3,transcribed_unprocessed_pseudogene
RP11-483I13.4,NA
RP11-483M24.2,processed_pseudogene
RP11-484D18.2,antisense
RP11-484D18.4,processed_pseudogene
RP11-484D4.3,processed_pseudogene
RP11-484D5.2,processed_pseudogene
RP11-484H12.1,NA
RP11-484H12.2,processed_pseudogene
RP11-484H12.3,lincRNA
RP11-484H12.4,processed_pseudogene
RP11-484H12.5,lincRNA
RP11-484H12.6,processed_pseudogene
RP11-484H12.7,processed_pseudogene
RP11-484I6.6,NA
RP11-484J3.1,processed_pseudogene
RP11-484L7.1,processed_pseudogene
RP11-484L7.2,processed_pseudogene
RP11-484M3.4,antisense
RP11-484M3.5,protein_coding
RP11-484O2.1,antisense
RP11-485B17.3,unprocessed_pseudogene
RP11-485B17.4,NA
RP11-485B17.5,unprocessed_pseudogene
RP11-485B17.6,processed_pseudogene
RP11-485B17.8,NA
RP11-485C11.1,processed_pseudogene
RP11-485H8.2,processed_pseudogene
RP11-485M7.1,processed_pseudogene
RP11-485M7.3,lincRNA
RP11-486B10.3,antisense
RP11-486B10.4,processed_pseudogene
RP11-486E2.1,processed_pseudogene
RP11-486G15.1,processed_pseudogene
RP11-486M23.1,lincRNA
RP11-486M23.2,lincRNA
RP11-486M3.2,processed_pseudogene
RP11-487E1.1,processed_pseudogene
RP11-487E1.2,processed_pseudogene
RP11-487E13.1,lincRNA
RP11-487I5.4,processed_pseudogene
RP11-487I9.2,antisense
RP11-488C13.1,processed_pseudogene
RP11-488I4.2,processed_pseudogene
RP11-488L18.1,processed_pseudogene
RP11-488L18.3,processed_pseudogene
RP11-488L18.4,transcribed_unprocessed_pseudogene
RP11-488L18.6,processed_pseudogene
RP11-488L18.8,lincRNA
RP11-488L4.1,NA
RP11-488P11.1,processed_pseudogene
RP11-488P3.1,NA
RP11-489C13.1,processed_pseudogene
RP11-489E7.1,lincRNA
RP11-489G11.1,processed_pseudogene
RP11-489M13.1,processed_pseudogene
RP11-489M13.2,processed_pseudogene
RP11-489M13.3,processed_pseudogene
RP11-489O18.1,lincRNA
RP11-48B14.1,processed_pseudogene
RP11-48B24.2,processed_pseudogene
RP11-48B3.2,processed_pseudogene
RP11-48B3.3,lincRNA
RP11-48D4.2,lincRNA
RP11-48F14.1,lincRNA
RP11-48F14.2,lincRNA
RP11-48J8.2,processed_pseudogene
RP11-48L13.1,processed_pseudogene
RP11-48O20.4,lincRNA
RP11-490C5.1,processed_pseudogene
RP11-490D19.6,antisense
RP11-490D19.8,processed_pseudogene
RP11-490E15.2,antisense
RP11-490F3.1,processed_pseudogene
RP11-490G2.1,NA
RP11-490G8.1,processed_pseudogene
RP11-490H9.1,processed_pseudogene
RP11-490K7.1,processed_pseudogene
RP11-490K7.4,processed_pseudogene
RP11-490N5.1,lincRNA
RP11-490N5.2,lincRNA
RP11-490O24.1,processed_pseudogene
RP11-490O24.2,lincRNA
RP11-491H19.1,lincRNA
RP11-491H9.2,NA
RP11-491H9.3,processed_pseudogene
RP11-492A10.1,antisense
RP11-492A12.2,processed_pseudogene
RP11-492E3.1,processed_transcript
RP11-492E3.2,lincRNA
RP11-492E3.51,NA
RP11-492I2.1,processed_pseudogene
RP11-492I21.1,antisense
RP11-492L8.1,processed_pseudogene
RP11-492L8.2,lincRNA
RP11-492M19.1,processed_pseudogene
RP11-492M19.3,processed_pseudogene
RP11-492M23.2,processed_pseudogene
RP11-492O8.1,processed_pseudogene
RP11-493K19.3,antisense
RP11-493K23.1,antisense
RP11-493K23.4,antisense
RP11-494I9.1,processed_pseudogene
RP11-494I9.2,lincRNA
RP11-494K3.2,processed_pseudogene
RP11-494M8.1,processed_pseudogene
RP11-494O16.3,processed_pseudogene
RP11-495J3.1,processed_pseudogene
RP11-495K9.1,processed_pseudogene
RP11-495L18.2,NA
RP11-495O10.1,lincRNA
RP11-495P10.1,transcribed_unprocessed_pseudogene
RP11-495P10.2,NA
RP11-495P10.3,lincRNA
RP11-495P10.4,processed_pseudogene
RP11-495P10.5,lincRNA
RP11-495P10.6,lincRNA
RP11-495P10.7,NA
RP11-495P10.8,NA
RP11-495P10.9,unprocessed_pseudogene
RP11-496B10.1,processed_pseudogene
RP11-496B10.3,lincRNA
RP11-496B10.5,antisense
RP11-496D1.2,processed_pseudogene
RP11-496D24.1,processed_pseudogene
RP11-496H1.1,processed_pseudogene
RP11-496H15.2,processed_pseudogene
RP11-496H15.3,processed_pseudogene
RP11-496N12.6,sense_intronic
RP11-497D6.2,transcribed_processed_pseudogene
RP11-497D6.3,lincRNA
RP11-497D6.4,antisense
RP11-497H16.2,NA
RP11-497H16.4,NA
RP11-497H16.5,unprocessed_pseudogene
RP11-497H16.6,NA
RP11-497H16.7,transcribed_unprocessed_pseudogene
RP11-497H16.8,unprocessed_pseudogene
RP11-497J7.1,processed_pseudogene
RP11-497J7.2,processed_pseudogene
RP11-497K15.1,processed_pseudogene
RP11-497K21.1,antisense
RP11-498A13.1,processed_pseudogene
RP11-498B4.2,NA
RP11-498B4.5,antisense
RP11-498B4.7,processed_pseudogene
RP11-498D10.1,processed_pseudogene
RP11-498E11.1,processed_pseudogene
RP11-498E11.2,processed_pseudogene
RP11-498J9.1,processed_pseudogene
RP11-498J9.2,antisense
RP11-498J9.4,NA
RP11-498M5.2,antisense
RP11-498P14.2,unprocessed_pseudogene
RP11-498P14.3,lincRNA
RP11-498P14.4,lincRNA
RP11-498P14.5,lincRNA
RP11-499E18.1,lincRNA
RP11-499O7.4,NA
RP11-499O7.5,unprocessed_pseudogene
RP11-499O7.7,antisense
RP11-499P20.2,antisense
RP11-49C9.2,processed_pseudogene
RP11-49F1.1,processed_pseudogene
RP11-49F20.1,processed_pseudogene
RP11-49G10.3,antisense
RP11-49G10.8,transcribed_unprocessed_pseudogene
RP11-49I4.3,antisense
RP11-49L2.1,antisense
RP11-49O14.2,sense_intronic
RP11-49O14.3,sense_intronic
RP11-49P4.1,NA
RP11-4B14.1,processed_pseudogene
RP11-4B14.3,lincRNA
RP11-4C20.3,lincRNA
RP11-4C20.4,sense_intronic
RP11-4E23.2,lincRNA
RP11-4H14.1,processed_pseudogene
RP11-4I17.1,processed_pseudogene
RP11-4K16.2,lincRNA
RP11-4K3__A.2,NA
RP11-4K3__A.3,processed_pseudogene
RP11-4K3__A.5,processed_pseudogene
RP11-4M23.2,processed_pseudogene
RP11-4M23.3,antisense
RP11-4M23.4,processed_pseudogene
RP11-4M23.7,processed_pseudogene
RP11-4O3.1,lincRNA
RP11-4O3.2,lincRNA
RP11-500B12.1,lincRNA
RP11-500B12.2,processed_pseudogene
RP11-500G10.1,protein_coding
RP11-500G10.4,processed_pseudogene
RP11-500G10.5,NA
RP11-500G10.6,NA
RP11-500G22.2,transcribed_unitary_pseudogene
RP11-500G9.1,processed_pseudogene
RP11-500K19.1,lincRNA
RP11-501C14.5,antisense
RP11-501C14.6,antisense
RP11-501C14.7,processed_pseudogene
RP11-501E14.1,lincRNA
RP11-501G6.1,NA
RP11-501G7.1,lincRNA
RP11-501H19.2,processed_pseudogene
RP11-501H19.4,NA
RP11-501I18.2,NA
RP11-501I19.3,antisense
RP11-501I19.4,processed_pseudogene
RP11-501J20.2,lincRNA
RP11-501J20.3,processed_pseudogene
RP11-501J20.5,antisense
RP11-501M7.1,unprocessed_pseudogene
RP11-501O2.1,lincRNA
RP11-501O2.2,processed_pseudogene
RP11-501O2.3,lincRNA
RP11-501O2.4,lincRNA
RP11-501O2.5,lincRNA
RP11-502H18.2,NA
RP11-502L5.2,processed_pseudogene
RP11-502M1.1,processed_pseudogene
RP11-502M1.2,lincRNA
RP11-503C24.1,lincRNA
RP11-503C24.2,lincRNA
RP11-503C24.3,lincRNA
RP11-503C24.4,lincRNA
RP11-503C24.5,processed_pseudogene
RP11-503C24.6,sense_intronic
RP11-503D12.1,lincRNA
RP11-503E24.2,antisense
RP11-503I22.2,processed_pseudogene
RP11-503K16.2,processed_pseudogene
RP11-503L19.1,lincRNA
RP11-503L19.2,processed_pseudogene
RP11-503L23.1,lincRNA
RP11-503N18.1,protein_coding
RP11-503N18.2,NA
RP11-503N18.3,NA
RP11-503N18.4,sense_intronic
RP11-503N18.5,processed_pseudogene
RP11-504E21.1,processed_pseudogene
RP11-504H5.1,processed_pseudogene
RP11-504P24.2,NA
RP11-504P24.3,NA
RP11-504P24.4,transcribed_unprocessed_pseudogene
RP11-504P24.5,unprocessed_pseudogene
RP11-505C13.1,lincRNA
RP11-505F3.2,processed_pseudogene
RP11-505J9.1,processed_pseudogene
RP11-505J9.4,processed_pseudogene
RP11-505O17.1,processed_pseudogene
RP11-505O17.3,processed_pseudogene
RP11-505P4.5,processed_pseudogene
RP11-505P4.6,antisense
RP11-505P4.7,antisense
RP11-506A18.1,processed_pseudogene
RP11-506B15.4,antisense
RP11-506B15.6,3prime_overlapping_ncRNA
RP11-506B4.2,processed_pseudogene
RP11-506B4.3,processed_pseudogene
RP11-506B4.4,processed_pseudogene
RP11-506B4.5,NA
RP11-506B6.1,processed_pseudogene
RP11-506B6.2,processed_pseudogene
RP11-506B6.3,processed_pseudogene
RP11-506B6.5,processed_pseudogene
RP11-506B6.6,antisense
RP11-506C15.1,unprocessed_pseudogene
RP11-506D12.1,processed_pseudogene
RP11-506E9.1,processed_pseudogene
RP11-506F17.1,processed_pseudogene
RP11-506H20.1,antisense
RP11-506M12.1,antisense
RP11-506M13.3,lincRNA
RP11-506N2.1,lincRNA
RP11-506O24.1,antisense
RP11-507C10.5,antisense
RP11-507E23.1,processed_pseudogene
RP11-507F17.1,processed_pseudogene
